# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
975,Kepler-1018,b,1,49.1013514,,,,,,0.23,,18h54m23.21s,283.596696,+45d24m28.4s,45.407879,894,15.041,Kepler-band,5518,0.91,0.88,2.58,0
976,Kepler-1019,b,1,1.41122985,,,,,,0.13,,18h54m52.21s,283.717526,+47d12m16.0s,47.204449,198,13.59,Kepler-band,4433,0.7,0.67,1.46,0
977,Kepler-102,b,5,5.28696,,,,,,0.042,,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,,11.492,Kepler-band,4909,0.81,0.76,0.47,0
978,Kepler-102,c,5,7.07142,,,,,,0.052,,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,,11.492,Kepler-band,4909,0.81,0.76,0.58,0
979,Kepler-102,d,5,10.3117,,,,0.012,Mass,0.105,13.27,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,,11.492,Kepler-band,4909,0.81,0.76,1.18,0
980,Kepler-102,e,5,16.1457,,,,0.028,Mass,0.198,4.68,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,,11.492,Kepler-band,4909,0.81,0.76,2.22,0
981,Kepler-102,f,5,27.4536,,,,,,0.079,,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,,11.492,Kepler-band,4909,0.81,0.76,0.88,0
982,Kepler-1020,b,1,96.9151496,,,,,,0.203,,19h30m41.41s,292.672551,+46d22m38.7s,46.377422,446,14.031,Kepler-band,5227,0.87,0.8,2.28,0
983,Kepler-1021,b,1,13.47469571,,,,,,0.208,,19h40m49.18s,295.204905,+42d33m34.9s,42.559681,837,15.164,Kepler-band,5431,0.89,0.86,2.33,0
984,Kepler-1022,b,1,10.99469878,,,,,,0.211,,19h17m24.48s,289.352005,+46d58m25.4s,46.973728,455,15.389,Kepler-band,4445,0.71,0.68,2.36,0
985,Kepler-1023,b,1,62.1387714,,,,,,0.235,,19h16m07.14s,289.029742,+49d46m10.9s,49.769707,686,14.52,Kepler-band,5494,0.93,0.89,2.63,0
986,Kepler-1024,b,1,66.4162133,,,,,,0.349,,19h27m48.24s,291.950991,+38d15m06.1s,38.251698,1017,15.983,Kepler-band,5143,0.81,0.78,3.91,0
987,Kepler-1025,b,1,37.3229493,,,,,,0.177,,18h58m02.45s,284.510201,+43d57m42.0s,43.961666,716,13.573,Kepler-band,6089,1.09,1.13,1.98,0
988,Kepler-1026,b,1,36.5156053,,,,,,0.197,,18h54m25.26s,283.605263,+39d59m52.7s,39.99798,389,14.254,Kepler-band,4948,0.79,0.75,2.21,0
989,Kepler-1027,b,1,1.9078052,,,,,,0.079,,19h10m17.08s,287.571185,+42d48m50.1s,42.813923,291,12.852,Kepler-band,5436,0.91,0.82,0.89,0
990,Kepler-1028,b,1,2.51462432,,,,,,0.119,,19h18m22.34s,289.593097,+49d46m52.2s,49.781158,633,14.325,Kepler-band,5522,0.9,0.87,1.33,0
991,Kepler-1029,b,1,4.41769648,,,,,,0.112,,19h28m31.91s,292.132976,+41d32m51.1s,41.54754,422,14.31,Kepler-band,5030,0.82,0.77,1.26,0
992,Kepler-103,b,2,15.9654,,,,0.031,Mass,0.301,1.38,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,,12.287,Kepler-band,5845,1.09,1.44,3.37,0
993,Kepler-103,c,2,179.612,,,,0.114,Mass,0.459,1.47,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,,12.287,Kepler-band,5845,1.09,1.44,5.14,0
994,Kepler-1030,b,1,19.32952416,,,,,,0.221,,19h34m43.66s,293.681915,+45d49m03.2s,45.817559,795,15.719,Kepler-band,4983,0.8,0.76,2.48,0
995,Kepler-1031,b,1,1.22621732,,,,,,0.078,,19h44m21.54s,296.089747,+48d57m19.4s,48.955376,741,13.8,Kepler-band,6011,1.09,1.12,0.87,0
996,Kepler-1032,b,1,3.29011795,,,,,,0.167,,19h19m43.41s,289.930872,+40d05m51.9s,40.097751,607,15.753,Kepler-band,4647,0.77,0.71,1.87,0
997,Kepler-1033,b,1,7.56052806,,,,,,0.224,,18h55m22.83s,283.845142,+44d36m32.7s,44.609093,1425,15.986,Kepler-band,5547,0.94,0.92,2.51,0
998,Kepler-1034,b,1,12.12400943,,,,,,0.202,,19h04m27.69s,286.115368,+37d58m01.2s,37.966997,706,15.09,Kepler-band,5198,0.83,0.8,2.26,0
999,Kepler-1035,b,1,2.71407755,,,,,,0.104,,19h16m10.13s,289.042225,+42d52m57.0s,42.882488,408,12.987,Kepler-band,5763,0.98,0.97,1.17,0
1000,Kepler-1036,b,1,122.8808058,,,,,,0.269,,19h40m43.59s,295.181638,+49d56m44.8s,49.945786,507,13.8,Kepler-band,5533,0.95,0.89,3.01,0
1001,Kepler-1037,b,1,1.06378867,,,,,,0.114,,19h45m21.85s,296.341029,+47d10m15.1s,47.170856,451,14.229,Kepler-band,5105,0.82,0.78,1.28,0
1002,Kepler-1038,b,1,148.4603382,,,,,,0.315,,19h55m53.32s,298.972184,+44d07m56.6s,44.132378,622,14.839,Kepler-band,5335,0.87,0.83,3.53,0
1003,Kepler-1039,b,1,0.93488424,,,,,,0.13,,19h53m18.38s,298.326591,+45d18m55.9s,45.315514,324,14.145,Kepler-band,4870,0.79,0.74,1.46,0
1004,Kepler-104,b,3,11.427548,0.094,,,,,0.277,,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,,12.596,Kepler-band,5711,0.81,1.35,3.1,0
1005,Kepler-104,c,3,23.668205,0.153,,,,,0.279,,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,,12.596,Kepler-band,5711,0.81,1.35,3.13,0
1006,Kepler-104,d,3,51.755394,0.257,,,,,0.319,,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,,12.596,Kepler-band,5711,0.81,1.35,3.58,0
1007,Kepler-1040,b,1,201.1214,,,,,,0.186,,18h52m27.31s,283.113784,+48d07m53.0s,48.131393,473,13.328,Kepler-band,5694,0.98,0.96,2.08,0
1008,Kepler-1041,b,1,24.7576421,,,,,,0.262,,19h35m31.62s,293.881768,+49d40m59.4s,49.683155,979,14.49,Kepler-band,5957,1.06,1.08,2.94,0
1009,Kepler-1042,b,1,10.13202575,,,,,,0.195,,19h14m40.54s,288.668933,+39d49m26.4s,39.824006,659,15.629,Kepler-band,4815,0.75,0.72,2.19,0
1010,Kepler-1043,b,1,38.5053398,,,,,,0.227,,18h46m39.12s,281.662983,+47d34m06.9s,47.568584,838,14.777,Kepler-band,5629,0.92,0.9,2.55,0
1011,Kepler-1044,b,1,6.77408868,,,,,,0.238,,19h32m34.67s,293.144456,+46d39m58.5s,46.666237,1507,15.368,Kepler-band,5985,1.08,1.11,2.67,0
1012,Kepler-1045,b,1,26.41045478,,,,,,0.24,,18h56m43.99s,284.183296,+45d04m26.8s,45.074104,971,15.593,Kepler-band,5301,0.86,0.82,2.69,0
1013,Kepler-1046,b,1,14.37508035,,,,,,0.153,,19h47m01.38s,296.755759,+46d59m53.8s,46.998291,518,13.286,Kepler-band,5913,1.04,1.04,1.71,0
1014,Kepler-1047,b,2,56.1886887,,,,,,0.186,,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,566,13.351,Kepler-band,5754,1.08,1.13,2.09,0
1015,Kepler-1047,c,2,3.18897601,,,,,,0.088,,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,566,13.351,Kepler-band,5754,1.08,1.13,0.99,0
1016,Kepler-1048,b,1,6.92101021,,,,,,0.144,,18h47m35.60s,281.898352,+42d09m56.8s,42.165787,415,14.832,Kepler-band,4651,0.75,0.7,1.61,0
1017,Kepler-1049,b,1,3.27346074,,,,,,0.085,,19h09m23.22s,287.346741,+47d46m22.6s,47.772957,129,14.22,Kepler-band,3864,0.51,0.49,0.95,0
1018,Kepler-105,b,2,5.4122,0.066,0.47,85.94,,,0.429,,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,,12.791,Kepler-band,5827,0.96,0.89,4.81,0
1019,Kepler-105,c,2,7.1262,,,,0.01447,Mass,0.117,11.2,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,,12.791,Kepler-band,5827,0.96,0.89,1.31,0
1020,Kepler-1050,b,2,15.3787546,,,,,,0.143,,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,555,13.127,Kepler-band,6010,1.09,1.13,1.6,0
1021,Kepler-1050,c,2,21.1284569,,,,,,0.132,,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,555,13.127,Kepler-band,6010,1.09,1.13,1.48,0
1022,Kepler-1051,b,1,25.96200249,,,,,,0.303,,19h40m37.95s,295.158106,+40d53m55.9s,40.898849,1021,13.2,Kepler-band,6675,1.43,1.73,3.4,0
1023,Kepler-1052,b,1,34.8538276,,,,,,0.261,,19h41m22.26s,295.342731,+46d36m08.2s,46.602264,1051,14.876,Kepler-band,5888,1.03,1.03,2.93,0
1024,Kepler-1053,b,1,2.41435165,,,,,,0.087,,19h25m40.47s,291.418635,+39d07m38.7s,39.127415,171,13.156,Kepler-band,4529,0.74,0.69,0.98,0
1025,Kepler-1054,b,1,4.30655689,,,,,,0.235,,19h22m24.28s,290.601152,+44d33m23.0s,44.556385,1050,14.136,Kepler-band,6209,1.22,1.34,2.63,0
1026,Kepler-1055,b,1,2.29503623,,,,,,0.11,,19h21m56.83s,290.486779,+44d55m57.4s,44.932617,422,13.09,Kepler-band,5723,0.98,0.94,1.23,0
1027,Kepler-1056,b,1,27.495606,,,,,,0.269,,19h58m06.24s,299.52598,+46d53m57.3s,46.899261,971,14.55,Kepler-band,6127,1.12,1.2,3.01,0
1028,Kepler-1057,b,1,14.08827448,,,,,,0.3,,19h49m48.52s,297.452152,+41d33m29.2s,41.558124,1462,15.624,Kepler-band,5987,1.07,1.1,3.36,0
1029,Kepler-1058,b,1,110.96546,,,,,,0.243,,19h38m22.99s,294.595783,+45d52m30.1s,45.875034,525,15.498,Kepler-band,4644,0.73,0.69,2.72,0
1030,Kepler-1059,b,1,3.76419105,,,,,,0.154,,19h16m52.85s,289.220209,+41d42m23.3s,41.706486,673,15.484,Kepler-band,4906,0.75,0.72,1.73,0
1031,Kepler-106,b,4,6.16486,,,,,,0.073,,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,12.882,Kepler-band,5858,1,1.04,0.82,0
1032,Kepler-106,c,4,13.5708,,,,0.033,Mass,0.223,3.28,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,12.882,Kepler-band,5858,1,1.04,2.5,0
1033,Kepler-106,d,4,23.9802,,,,,,0.085,,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,12.882,Kepler-band,5858,1,1.04,0.95,0
1034,Kepler-106,e,4,43.8445,,,,0.035,Mass,0.228,3.1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,,12.882,Kepler-band,5858,1,1.04,2.56,0
1035,Kepler-1060,b,1,46.8779367,,,,,,0.212,,19h04m06.05s,286.025189,+39d37m51.3s,39.630929,861,14.632,Kepler-band,5797,0.99,0.99,2.38,0
1036,Kepler-1061,b,1,2.75798267,,,,,,0.177,,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,585,13.263,Kepler-band,6067,1.09,1.07,1.98,0
1037,Kepler-1062,b,1,9.30412078,,,,,,0.157,,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,388,14.796,Kepler-band,4597,0.75,0.7,1.76,0
1038,Kepler-1063,b,1,14.07971466,,,,,,0.133,,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,365,12.261,Kepler-band,5945,1.09,1.14,1.49,0
1039,Kepler-1064,b,1,16.54080322,,,,,,0.138,,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,374,13.755,Kepler-band,5153,0.85,0.79,1.55,0
1040,Kepler-1065,b,2,3.60930891,,,,,,0.333,,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,15.54,Kepler-band,5635,0.94,0.93,3.73,0
1041,Kepler-1065,c,2,2.37030743,,,,,,0.143,,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,15.54,Kepler-band,5635,0.94,0.93,1.6,0
1042,Kepler-1066,b,1,1.93155984,,,,,,0.211,,19h55m27.98s,298.866564,+46d30m08.1s,46.502239,399,13.007,Kepler-band,5762,0.98,0.98,2.36,0
1043,Kepler-1067,b,1,0.76212926,,,,,,0.071,,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,689,14.305,Kepler-band,5592,0.95,0.93,0.8,0
1044,Kepler-1068,b,1,16.92344113,,,,,,0.324,,19h38m35.56s,294.648164,+46d23m32.5s,46.392365,1532,15.818,Kepler-band,5806,1.01,1.01,3.63,0
1045,Kepler-1069,b,1,23.8990296,,,,,,0.143,,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,435,13.153,Kepler-band,5722,0.99,0.98,1.6,0
1046,Kepler-107,b,4,3.179997,0.044,,,,,0.139,,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,12.487,Kepler-band,5851,,1.41,1.56,0
1047,Kepler-107,c,4,4.901425,0.059,,,,,0.161,,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,12.487,Kepler-band,5851,,1.41,1.81,0
1048,Kepler-107,d,4,7.958203,0.082,,,,,0.095,,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,12.487,Kepler-band,5851,,1.41,1.07,0
1049,Kepler-107,e,4,14.749049,0.123,,,,,0.308,,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,,12.487,Kepler-band,5851,,1.41,3.45,0
1050,Kepler-1070,b,1,6.2216147,,,,,,0.154,,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,1040,13.977,Kepler-band,6261,1.21,1.32,1.73,0
1051,Kepler-1071,b,1,6.1799844,,,,,,0.212,,19h32m13.92s,293.057996,+45d14m55.7s,45.248817,964,15.801,Kepler-band,5215,0.86,0.81,2.38,0
1052,Kepler-1072,b,1,1.5690665,,,,,,0.141,,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,976,13.93,Kepler-band,6199,1.2,1.32,1.58,0
1053,Kepler-1073,b,2,8.67888593,,,,,,0.205,,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,14.523,Kepler-band,5792,1,1,2.3,0
1054,Kepler-1073,c,2,4.02582254,,,,,,0.146,,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,14.523,Kepler-band,5792,1,1,1.64,0
1055,Kepler-1074,b,1,5.94566534,,,,,,0.112,,18h57m54.37s,284.476545,+46d15m09.3s,46.252579,245,15.026,Kepler-band,4002,0.6,0.57,1.25,0
1056,Kepler-1075,b,1,1.52372816,,,,,,0.127,,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,265,15.313,Kepler-band,3959,0.56,0.54,1.42,0
1057,Kepler-1076,b,1,6.14727918,,,,,,0.071,,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,199,12.906,Kepler-band,4868,0.79,0.74,0.8,0
1058,Kepler-1077,b,1,34.3511874,,,,,,0.247,,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,1098,14.998,Kepler-band,5816,1.02,1.02,2.77,0
1059,Kepler-1078,b,1,3.00725242,,,,,,0.17,,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,1215,15.62,Kepler-band,5612,0.94,0.92,1.9,0
1060,Kepler-1079,b,1,13.24503188,,,,,,0.145,,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481,12.584,Kepler-band,5758,1.08,1.36,1.63,0
1061,Kepler-108,b,2,49.183921,0.292,,,,,0.772,,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,12.654,Kepler-band,5854,0.87,2.19,8.65,0
1062,Kepler-108,c,2,190.323494,0.721,,,,,0.73,,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,12.654,Kepler-band,5854,0.87,2.19,8.18,0
1063,Kepler-1080,b,1,77.2548396,,,,,,0.293,,19h45m51.49s,296.464522,+49d10m58.5s,49.182915,688,13.754,Kepler-band,5956,1.1,1.16,3.28,0
1064,Kepler-1081,b,1,3.85691855,,,,,,0.09,,19h17m46.68s,289.44452,+41d19m03.9s,41.317757,425,13.746,Kepler-band,5345,0.88,0.84,1.01,0
1065,Kepler-1082,b,1,1.5432066,,,,,,0.1,,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628,13.38,Kepler-band,5923,1.03,1.14,1.12,0
1066,Kepler-1083,b,1,33.4177993,,,,,,0.3,,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912,15.824,Kepler-band,5049,0.81,0.77,3.36,0
1067,Kepler-1084,b,1,2.05333679,,,,,,0.099,,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427,12.217,Kepler-band,6113,1.12,1.28,1.11,0
1068,Kepler-1085,b,1,219.3217528,,,,,,0.644,,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518,15.273,Kepler-band,6000,1.11,1.14,7.22,0
1069,Kepler-1086,b,2,18.78425728,,,,,,0.218,,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,15.561,Kepler-band,4350,0.7,0.66,2.44,0
1070,Kepler-1086,c,2,161.5163345,,,,,,0.262,,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,15.561,Kepler-band,4350,0.7,0.66,2.94,0
1071,Kepler-1087,b,1,0.69384285,,,,,,0.054,,19h39m54.92s,294.978825,+46d00m20.4s,46.005653,354,12.953,Kepler-band,5589,0.96,0.94,0.61,0
1072,Kepler-1088,b,1,23.12748644,,,,,,0.127,,18h46m14.75s,281.561453,+42d27m01.8s,42.450504,300,11.863,Kepler-band,5975,1.08,1.08,1.42,0
1073,Kepler-1089,b,1,5.13248562,,,,,,0.163,,19h24m22.26s,291.092742,+49d11m24.2s,49.190059,227,15.535,Kepler-band,3753,0.52,0.49,1.83,0
1074,Kepler-109,b,2,6.48163,,,,,,0.211,,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,12.365,Kepler-band,5952,1.04,1.32,2.37,0
1075,Kepler-109,c,2,21.2227,,,,,,0.225,,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,12.365,Kepler-band,5952,1.04,1.32,2.52,0
1076,Kepler-1090,b,1,198.680179,,,,,,0.201,,19h42m39.09s,295.662872,+44d31m33.0s,44.525845,702,15.001,Kepler-band,5321,0.86,0.82,2.25,0
1077,Kepler-1091,b,1,1.43474156,,,,,,0.13,,19h59m08.51s,299.785465,+43d40m14.7s,43.670753,915,14.691,Kepler-band,5851,1.01,1.03,1.46,0
1078,Kepler-1092,b,1,58.6017925,,,,,,0.185,,19h50m53.55s,297.72314,+47d06m45.6s,47.112659,914,14.649,Kepler-band,5862,0.99,1,2.07,0
1079,Kepler-1093,b,2,25.0824626,,,,,,0.174,,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,13.838,Kepler-band,6166,1.13,1.2,1.95,0
1080,Kepler-1093,c,2,89.722292,,,,,,0.175,,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,13.838,Kepler-band,6166,1.13,1.2,1.96,0
1081,Kepler-1094,b,1,78.1000231,,,,,,0.284,,19h29m12.30s,292.301253,+38d16m01.3s,38.267041,1371,14.999,Kepler-band,6112,1.14,1.21,3.18,0
1082,Kepler-1095,b,1,4.27103091,,,,,,0.108,,19h33m02.99s,293.262447,+41d21m54.4s,41.365114,758,14.553,Kepler-band,5658,0.94,0.92,1.21,0
1083,Kepler-1096,b,1,2.89221751,,,,,,0.111,,19h38m50.25s,294.70938,+45d58m10.2s,45.969501,344,15.068,Kepler-band,4306,0.66,0.63,1.24,0
1084,Kepler-1097,b,1,187.747029,,,,,,0.291,,18h46m22.60s,281.594148,+42d35m47.1s,42.596416,738,15.206,Kepler-band,5211,0.82,0.79,3.26,0
1085,Kepler-1098,b,1,2.54307286,,,,,,0.116,,19h42m00.65s,295.502705,+43d13m58.1s,43.232796,876,14.736,Kepler-band,5794,0.99,0.99,1.3,0
1086,Kepler-1099,b,1,2.16845259,,,,,,0.252,,19h14m59.99s,288.749962,+48d16m37.8s,48.277176,1209,15.141,Kepler-band,5837,1.01,1,2.83,0
1087,Kepler-11,b,6,10.3039,0.091,0.045,89.64,0.006,Mass,0.161,1.72,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,1.8,0
1088,Kepler-11,c,6,13.0241,0.107,0.026,89.59,0.009,Mass,0.256,0.66,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,2.87,0
1089,Kepler-11,d,6,22.6845,0.155,0.004,89.67,0.023,Mass,0.278,1.28,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,3.12,0
1090,Kepler-11,e,6,31.9996,0.195,0.012,88.89,0.025,Mass,0.374,0.58,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,4.19,0
1091,Kepler-11,f,6,46.6888,0.25,0.013,89.47,0.006,Mass,0.222,0.69,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,2.49,0
1092,Kepler-11,g,6,118.3807,0.466,0.15,89.87,0.079,Mass,0.297,4,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,3.33,0
1093,Kepler-110,b,2,12.691112,0.107,,,,,0.163,,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960,,1.15,1.83,0
1094,Kepler-110,c,2,31.719775,0.198,,,,,0.197,,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960,,1.15,2.21,0
1095,Kepler-1100,b,1,6.42200058,,,,,,0.156,,19h27m29.13s,291.871356,+44d05m14.6s,44.087376,940,13.862,Kepler-band,6247,1.21,1.34,1.75,0
1096,Kepler-1101,b,1,81.3151059,,,,,,0.22,,19h38m16.65s,294.569379,+45d40m16.5s,45.671257,897,15.111,Kepler-band,5614,0.94,0.91,2.47,0
1097,Kepler-1102,b,1,51.3285623,,,,,,0.237,,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,986,14.955,Kepler-band,5724,0.96,0.94,2.66,0
1098,Kepler-1103,b,1,19.79191978,,,,,,0.203,,19h09m31.70s,287.38209,+49d27m08.6s,49.452396,921,14.09,Kepler-band,6092,1.11,1.15,2.27,0
1099,Kepler-1104,b,1,5.03728015,,,,,,0.11,,19h37m52.45s,294.468554,+49d19m51.7s,49.331024,516,12.189,Kepler-band,6417,1.3,1.41,1.23,0
1100,Kepler-1105,b,1,4.42157218,,,,,,0.179,,18h44m26.82s,281.111771,+42d27m17.8s,42.454931,369,15.18,Kepler-band,4299,0.71,0.68,2.01,0
1101,Kepler-1106,b,1,1.25275217,,,,,,0.147,,19h24m34.85s,291.145201,+44d03m45.2s,44.062546,1168,14.69,Kepler-band,6104,1.11,1.17,1.65,0
1102,Kepler-1107,b,1,0.57103852,,,,,,0.12,,19h24m11.98s,291.049927,+39d08m30.0s,39.141674,457,14.098,Kepler-band,5268,0.86,0.82,1.34,0
1103,Kepler-1108,b,1,4.51005748,,,,,,0.13,,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,764,14.979,Kepler-band,5406,0.88,0.84,1.46,0
1104,Kepler-1109,b,1,37.6467384,,,,,,0.195,,19h26m35.10s,291.646244,+39d23m47.8s,39.396624,797,14.288,Kepler-band,5893,1.05,1.06,2.19,0
1105,Kepler-111,b,2,3.341815,0.046,,,,,0.141,,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952,,1.16,1.58,0
1106,Kepler-111,c,2,224.784608,0.761,,,,,0.651,,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952,,1.16,7.3,0
1107,Kepler-1110,b,1,9.69312032,,,,,,0.237,,19h27m13.93s,291.808022,+38d37m21.7s,38.622703,726,15.914,Kepler-band,4781,0.73,0.7,2.66,0
1108,Kepler-1111,b,1,8.79617863,,,,,,0.178,,19h41m51.21s,295.463372,+45d48m45.9s,45.812744,1142,15.159,Kepler-band,6077,1.1,1.15,2,0
1109,Kepler-1112,b,1,14.36267939,,,,,,0.269,,19h47m52.52s,296.968815,+47d45m05.4s,47.751488,1734,14.612,Kepler-band,6496,1.34,1.54,3.02,0
1110,Kepler-1113,b,1,42.3004954,,,,,,0.251,,19h17m37.61s,289.406695,+39d20m19.8s,39.338834,1127,14.766,Kepler-band,5931,1.12,1.17,2.81,0
1111,Kepler-1114,b,1,14.97435694,,,,,,0.12,,19h56m56.86s,299.236933,+45d50m04.9s,45.834698,427,13.747,Kepler-band,5374,0.87,0.83,1.35,0
1112,Kepler-1115,b,1,23.5540725,,,,,,0.152,,19h39m58.03s,294.991772,+40d08m39.9s,40.144409,935,11.98,Kepler-band,8480,1.6,1.73,1.7,0
1113,Kepler-1116,b,1,41.6977827,,,,,,0.227,,19h27m44.08s,291.933655,+44d06m55.8s,44.115505,1017,15.265,Kepler-band,5641,0.95,0.93,2.54,0
1114,Kepler-1117,b,1,4.79028459,,,,,,0.099,,19h28m20.35s,292.08478,+49d14m14.9s,49.23748,619,14.102,Kepler-band,5612,0.95,0.93,1.11,0
